Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL	f1_scores
46	0.7718	0.5646	0.7578	0.6499	0.5929	0.4072	0.3317	0.4072	0.4828
47	0.7745	0.5726	0.7494	0.6726	0.5540	0.5000	0.3560	0.5000	0.5256
48	0.7746	0.5803	0.7559	0.6478	0.5875	0.4049	0.3269	0.4049	0.4794
49	0.7753	0.5679	0.7565	0.6465	0.5911	0.3991	0.3255	0.3991	0.4765
50	0.7771	0.5670	0.7607	0.6651	0.5906	0.4501	0.3563	0.4501	0.5109
51	0.7783	0.5704	0.7546	0.6923	0.5587	0.5522	0.3859	0.5522	0.5554
52	0.7793	0.5773	0.7614	0.6770	0.5841	0.4872	0.3730	0.4872	0.5313
53	0.7753	0.5738	0.7462	0.6772	0.5448	0.5220	0.3590	0.5220	0.5332
54	0.7721	0.5604	0.7543	0.6763	0.5647	0.5012	0.3654	0.5012	0.5310
55	0.7722	0.5626	0.7440	0.6717	0.5413	0.5093	0.3498	0.5093	0.5248
56	0.7712	0.5559	0.7546	0.6487	0.5822	0.4107	0.3271	0.4107	0.4816
57	0.7764	0.5713	0.7424	0.6938	0.5328	0.5847	0.3763	0.5847	0.5575
58	0.7757	0.5679	0.7568	0.6749	0.5724	0.4907	0.3659	0.4907	0.5284
59	0.7757	0.5709	0.7552	0.6774	0.5668	0.5023	0.3676	0.5023	0.5326
60	0.7767	0.5725	0.7546	0.6794	0.5641	0.5104	0.3697	0.5104	0.5359
61	0.7747	0.5651	0.7565	0.6686	0.5751	0.4710	0.3571	0.4710	0.5179
62	0.7687	0.5617	0.7665	0.6577	0.6191	0.4130	0.3514	0.4130	0.4955
63	0.7767	0.5603	0.7527	0.6731	0.5620	0.4942	0.3595	0.4942	0.5259
64	0.7793	0.5725	0.7356	0.6941	0.5206	0.6009	0.3707	0.6009	0.5579
65	0.7676	0.5599	0.7462	0.6701	0.5471	0.4988	0.3496	0.4988	0.5218
66	0.7709	0.5596	0.7420	0.6839	0.5342	0.5534	0.3639	0.5534	0.5436
67	0.7740	0.5660	0.7520	0.6644	0.5644	0.4675	0.3472	0.4675	0.5114
68	0.7744	0.5647	0.7581	0.6730	0.5772	0.4814	0.3645	0.4814	0.5250
69	0.7750	0.5695	0.7572	0.6541	0.5871	0.4223	0.3373	0.4223	0.4912
70	0.7712	0.5644	0.7501	0.6717	0.5560	0.4954	0.3553	0.4954	0.5239
71	0.7743	0.5616	0.7552	0.6831	0.5641	0.5209	0.3750	0.5209	0.5416
72	0.7626	0.5462	0.7559	0.6671	0.5741	0.4675	0.3545	0.4675	0.5153
73	0.7674	0.5407	0.7436	0.6804	0.5383	0.5383	0.3608	0.5383	0.5383
74	0.7744	0.5700	0.7372	0.6774	0.5258	0.5429	0.3513	0.5429	0.5342
75	0.7698	0.5658	0.7610	0.6589	0.5968	0.4292	0.3478	0.4292	0.4993
76	0.7707	0.5566	0.7578	0.6631	0.5826	0.4501	0.3507	0.4501	0.5079
77	0.7710	0.5675	0.7498	0.6772	0.5531	0.5139	0.3622	0.5139	0.5328
78	0.7728	0.5614	0.7449	0.6742	0.5428	0.5151	0.3539	0.5151	0.5286
79	0.7633	0.5488	0.7262	0.6848	0.5060	0.5916	0.3513	0.5916	0.5455
80	0.7677	0.5512	0.7514	0.6743	0.5581	0.5012	0.3600	0.5012	0.5281
81	0.7673	0.5481	0.7491	0.6628	0.5572	0.4687	0.3423	0.4687	0.5091
82	0.7699	0.5578	0.7530	0.6840	0.5581	0.5290	0.3741	0.5290	0.5432
83	0.7689	0.5644	0.7594	0.6706	0.5825	0.4710	0.3626	0.4710	0.5208
84	0.7725	0.5691	0.7646	0.6871	0.5870	0.5128	0.3893	0.5128	0.5474
85	0.7724	0.5613	0.7591	0.6850	0.5731	0.5186	0.3813	0.5186	0.5445
86	0.7715	0.5650	0.7594	0.6713	0.5820	0.4733	0.3636	0.4733	0.5221
87	0.7674	0.5528	0.7539	0.6704	0.5668	0.4826	0.3572	0.4826	0.5213
88	0.7735	0.5678	0.7610	0.6796	0.5815	0.4965	0.3761	0.4965	0.5357
89	0.7638	0.5643	0.7546	0.6655	0.5712	0.4652	0.3511	0.4652	0.5128
90	0.7708	0.5580	0.7523	0.6875	0.5553	0.5418	0.3779	0.5418	0.5484
91	0.7692	0.5680	0.7578	0.6713	0.5772	0.4768	0.3620	0.4768	0.5222
92	0.7690	0.5543	0.7623	0.6794	0.5854	0.4930	0.3772	0.4930	0.5353
93	0.7685	0.5624	0.7575	0.6839	0.5694	0.5186	0.3783	0.5186	0.5428
94	0.7670	0.5510	0.7523	0.6693	0.5629	0.4826	0.3542	0.4826	0.5197
95	0.7704	0.5629	0.7472	0.6818	0.5456	0.5348	0.3658	0.5348	0.5401
96	0.7684	0.5445	0.7417	0.6827	0.5338	0.5499	0.3619	0.5499	0.5417
97	0.7674	0.5498	0.7543	0.6471	0.5824	0.4060	0.3244	0.4060	0.4785
98	0.7703	0.5585	0.7488	0.6829	0.5488	0.5348	0.3687	0.5348	0.5417
99	0.7654	0.5559	0.7488	0.6697	0.5535	0.4919	0.3515	0.4919	0.5209
