Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL	f1_scores
21	0.7231	0.4880	0.7420	0.6078	0.5077	0.3276	0.2436	0.3276	0.3982
22	0.7342	0.5013	0.7520	0.6322	0.5337	0.3820	0.2912	0.3820	0.4452
23	0.7190	0.4885	0.7330	0.6181	0.4842	0.3782	0.2543	0.3782	0.4247
24	0.7310	0.4930	0.7539	0.6151	0.5468	0.3251	0.2649	0.3251	0.4078
25	0.7318	0.4960	0.7539	0.6095	0.5497	0.3078	0.2553	0.3078	0.3946
26	0.7304	0.4986	0.7485	0.6266	0.5244	0.3721	0.2794	0.3721	0.4353
27	0.7356	0.4980	0.7349	0.6483	0.4909	0.4672	0.3012	0.4672	0.4788
28	0.7338	0.4971	0.7501	0.6249	0.5297	0.3634	0.2780	0.3634	0.4311
29	0.7322	0.4943	0.7414	0.6282	0.5048	0.3918	0.2764	0.3918	0.4412
30	0.7369	0.4924	0.7465	0.6273	0.5186	0.3782	0.2790	0.3782	0.4375
31	0.7300	0.4924	0.7523	0.6328	0.5345	0.3832	0.2924	0.3832	0.4464
32	0.7348	0.4969	0.7575	0.6171	0.5598	0.3239	0.2711	0.3239	0.4103
33	0.7303	0.4877	0.7504	0.6251	0.5307	0.3634	0.2786	0.3634	0.4314
34	0.7337	0.5017	0.7391	0.6331	0.4993	0.4116	0.2822	0.4116	0.4512
35	0.7355	0.5076	0.7465	0.6401	0.5168	0.4178	0.2987	0.4178	0.4621
36	0.7330	0.5010	0.7510	0.6199	0.5344	0.3461	0.2707	0.3461	0.4201
37	0.7354	0.5017	0.7424	0.6433	0.5065	0.4363	0.3000	0.4363	0.4688
38	0.7381	0.5049	0.7459	0.6425	0.5149	0.4265	0.3017	0.4265	0.4665
39	0.7363	0.4967	0.7578	0.6073	0.5683	0.2930	0.2545	0.2930	0.3866
40	0.7411	0.5067	0.7562	0.6302	0.5480	0.3671	0.2916	0.3671	0.4397
41	0.7361	0.5017	0.7404	0.6243	0.5024	0.3820	0.2696	0.3820	0.4340
42	0.7246	0.4911	0.7504	0.6235	0.5311	0.3585	0.2760	0.3585	0.4280
43	0.7330	0.4910	0.7449	0.6386	0.5129	0.4166	0.2951	0.4166	0.4598
44	0.7344	0.5031	0.7311	0.6440	0.4832	0.4623	0.2922	0.4623	0.4725
45	0.7309	0.4907	0.7517	0.6256	0.5347	0.3622	0.2804	0.3622	0.4318
46	0.7321	0.4982	0.7337	0.6362	0.4875	0.4326	0.2826	0.4326	0.4584
47	0.7303	0.4847	0.7385	0.6350	0.4978	0.4190	0.2847	0.4190	0.4550
48	0.7321	0.4879	0.7514	0.6277	0.5330	0.3696	0.2836	0.3696	0.4365
49	0.7362	0.4938	0.7388	0.6497	0.4987	0.4635	0.3063	0.4635	0.4805
50	0.7334	0.4899	0.7501	0.6273	0.5291	0.3708	0.2818	0.3708	0.4360
51	0.7383	0.5013	0.7246	0.6541	0.4734	0.5068	0.3013	0.5068	0.4896
52	0.7363	0.4974	0.7440	0.6351	0.5108	0.4079	0.2891	0.4079	0.4536
53	0.7350	0.4961	0.7427	0.6379	0.5075	0.4190	0.2922	0.4190	0.4590
54	0.7377	0.4921	0.7349	0.6471	0.4908	0.4635	0.2995	0.4635	0.4768
55	0.7341	0.4919	0.7433	0.6439	0.5086	0.4363	0.3017	0.4363	0.4697
56	0.7403	0.5027	0.7366	0.6570	0.4944	0.4907	0.3147	0.4907	0.4926
57	0.7376	0.4937	0.7411	0.6472	0.5034	0.4512	0.3046	0.4512	0.4759
58	0.7314	0.4927	0.7301	0.6562	0.4828	0.5019	0.3084	0.5019	0.4921
59	0.7385	0.4961	0.7407	0.6530	0.5026	0.4697	0.3126	0.4697	0.4856
60	0.7356	0.4972	0.7349	0.6483	0.4909	0.4672	0.3012	0.4672	0.4788
61	0.7332	0.4951	0.7407	0.6462	0.5028	0.4487	0.3029	0.4487	0.4742
62	0.7307	0.4886	0.7565	0.6152	0.5570	0.3201	0.2672	0.3201	0.4066
63	0.7342	0.4919	0.7443	0.6306	0.5121	0.3931	0.2824	0.3931	0.4448
64	0.7333	0.4883	0.7398	0.6339	0.5007	0.4129	0.2840	0.4129	0.4526
65	0.7355	0.4914	0.7217	0.6517	0.4685	0.5056	0.2959	0.5056	0.4863
66	0.7269	0.4872	0.7523	0.6240	0.5373	0.3560	0.2784	0.3560	0.4283
67	0.7315	0.4827	0.7291	0.6439	0.4796	0.4660	0.2905	0.4660	0.4727
68	0.7357	0.4880	0.7494	0.6412	0.5242	0.4153	0.3029	0.4153	0.4634
69	0.7346	0.4878	0.7424	0.6268	0.5073	0.3857	0.2751	0.3857	0.4382
70	0.7334	0.4879	0.7314	0.6615	0.4854	0.5155	0.3166	0.5155	0.5000
71	0.7281	0.4748	0.7353	0.6461	0.4914	0.4598	0.2984	0.4598	0.4751
72	0.7336	0.4876	0.7285	0.6563	0.4800	0.5056	0.3073	0.5056	0.4925
73	0.7298	0.4792	0.7311	0.6532	0.4841	0.4907	0.3052	0.4907	0.4874
74	0.7301	0.4776	0.7414	0.6254	0.5049	0.3832	0.2720	0.3832	0.4357
75	0.7303	0.4772	0.7388	0.6357	0.4985	0.4203	0.2858	0.4203	0.4561
76	0.7270	0.4763	0.7262	0.6476	0.4751	0.4833	0.2935	0.4833	0.4792
77	0.7285	0.4746	0.7208	0.6559	0.4678	0.5204	0.3008	0.5204	0.4927
78	0.7259	0.4661	0.7256	0.6379	0.4724	0.4549	0.2792	0.4549	0.4635
79	0.7286	0.4813	0.7388	0.6393	0.4986	0.4314	0.2912	0.4314	0.4626
80	0.7275	0.4759	0.7233	0.6424	0.4694	0.4734	0.2840	0.4734	0.4714
81	0.7291	0.4821	0.7304	0.6512	0.4828	0.4858	0.3018	0.4858	0.4843
82	0.7285	0.4730	0.7230	0.6422	0.4688	0.4734	0.2835	0.4734	0.4711
83	0.7268	0.4738	0.7295	0.6369	0.4793	0.4438	0.2806	0.4438	0.4608
84	0.7300	0.4849	0.7311	0.6400	0.4828	0.4499	0.2864	0.4499	0.4658
85	0.7241	0.4630	0.7279	0.6447	0.4774	0.4710	0.2906	0.4710	0.4742
86	0.7278	0.4761	0.7346	0.6528	0.4906	0.4821	0.3074	0.4821	0.4863
87	0.7295	0.4822	0.7372	0.6486	0.4954	0.4635	0.3035	0.4635	0.4789
88	0.7232	0.4665	0.7359	0.6257	0.4916	0.3956	0.2684	0.3956	0.4384
89	0.7306	0.4825	0.7324	0.6381	0.4851	0.4413	0.2845	0.4413	0.4621
90	0.7277	0.4716	0.7288	0.6569	0.4807	0.5068	0.3084	0.5068	0.4934
91	0.7223	0.4657	0.7304	0.6308	0.4803	0.4227	0.2722	0.4227	0.4497
92	0.7281	0.4807	0.7311	0.6452	0.4833	0.4660	0.2939	0.4660	0.4745
93	0.7273	0.4721	0.7417	0.6308	0.5055	0.3993	0.2807	0.3993	0.4461
94	0.7315	0.4788	0.7420	0.6354	0.5061	0.4129	0.2880	0.4129	0.4547
95	0.7242	0.4696	0.7343	0.6338	0.4886	0.4240	0.2796	0.4240	0.4540
96	0.7266	0.4735	0.7227	0.6440	0.4686	0.4796	0.2858	0.4796	0.4740
97	0.7294	0.4789	0.7240	0.6537	0.4724	0.5068	0.3002	0.5068	0.4890
98	0.7228	0.4733	0.7324	0.6377	0.4850	0.4400	0.2839	0.4400	0.4614
99	0.7297	0.4761	0.7314	0.6379	0.4831	0.4425	0.2834	0.4425	0.4619
