Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL	f1_scores
71	0.9024	0.8565	0.8223	0.8091	0.7674	0.7557	0.6200	0.7557	0.7615
72	0.9006	0.8555	0.8223	0.8106	0.7634	0.7634	0.6212	0.7634	0.7634
73	0.8999	0.8518	0.8195	0.8068	0.7615	0.7557	0.6145	0.7557	0.7586
74	0.8992	0.8468	0.8281	0.7969	0.8381	0.6718	0.6183	0.6718	0.7458
75	0.8933	0.8340	0.7966	0.7899	0.7143	0.7634	0.5720	0.7634	0.7380
76	0.9037	0.8606	0.8195	0.8159	0.7394	0.8015	0.6214	0.8015	0.7692
77	0.9002	0.8524	0.8309	0.8205	0.7727	0.7786	0.6400	0.7786	0.7757
78	0.9070	0.8626	0.8367	0.8205	0.7984	0.7557	0.6480	0.7557	0.7765
79	0.9008	0.8483	0.8281	0.8106	0.7886	0.7405	0.6289	0.7405	0.7638
80	0.9028	0.8519	0.8252	0.8053	0.7917	0.7252	0.6209	0.7252	0.7570
81	0.9042	0.8440	0.8252	0.8190	0.7536	0.7939	0.6312	0.7939	0.7732
82	0.9023	0.8504	0.8367	0.8144	0.8190	0.7252	0.6436	0.7252	0.7692
83	0.9000	0.8451	0.8281	0.8228	0.7554	0.8015	0.6378	0.8015	0.7778
84	0.9042	0.8500	0.8281	0.8152	0.7752	0.7634	0.6323	0.7634	0.7692
85	0.9055	0.8453	0.8338	0.8213	0.7829	0.7710	0.6445	0.7710	0.7769
86	0.9020	0.8527	0.8223	0.8060	0.7760	0.7405	0.6177	0.7405	0.7578
87	0.9017	0.8458	0.8309	0.8129	0.7951	0.7405	0.6345	0.7405	0.7668
88	0.9037	0.8560	0.8281	0.8075	0.7983	0.7252	0.6266	0.7252	0.7600
89	0.9025	0.8487	0.7937	0.8120	0.6705	0.8855	0.5865	0.8855	0.7632
90	0.9050	0.8512	0.8338	0.8304	0.7589	0.8168	0.6509	0.8168	0.7868
91	0.9056	0.8604	0.8338	0.8060	0.8349	0.6947	0.6333	0.6947	0.7583
92	0.9037	0.8503	0.8252	0.8129	0.7692	0.7634	0.6267	0.7634	0.7663
93	0.9056	0.8421	0.8166	0.8151	0.7310	0.8092	0.6171	0.8092	0.7681
94	0.9044	0.8431	0.8367	0.8144	0.8190	0.7252	0.6436	0.7252	0.7692
95	0.9078	0.8466	0.8367	0.8205	0.7984	0.7557	0.6480	0.7557	0.7765
96	0.9067	0.8459	0.8309	0.8159	0.7857	0.7557	0.6367	0.7557	0.7704
97	0.9023	0.8576	0.8309	0.8114	0.8000	0.7328	0.6333	0.7328	0.7649
98	0.9065	0.8642	0.8367	0.8205	0.7984	0.7557	0.6480	0.7557	0.7765
99	0.9067	0.8564	0.8367	0.8236	0.7891	0.7710	0.6501	0.7710	0.7799
100	0.9038	0.8423	0.8252	0.8098	0.7778	0.7481	0.6244	0.7481	0.7626
101	0.9080	0.8589	0.8338	0.8274	0.7664	0.8015	0.6488	0.8015	0.7836
102	0.9021	0.8541	0.8252	0.8159	0.7612	0.7786	0.6290	0.7786	0.7698
103	0.9073	0.8597	0.8309	0.8175	0.7812	0.7634	0.6378	0.7634	0.7722
104	0.9073	0.8638	0.8395	0.8228	0.8049	0.7557	0.6536	0.7557	0.7795
105	0.9087	0.8618	0.8338	0.8198	0.7874	0.7634	0.6434	0.7634	0.7752
106	0.9047	0.8543	0.8166	0.8060	0.7519	0.7634	0.6101	0.7634	0.7576
107	0.9036	0.8511	0.8309	0.8236	0.7647	0.7939	0.6422	0.7939	0.7790
108	0.9040	0.8417	0.8281	0.8182	0.7669	0.7786	0.6345	0.7786	0.7727
109	0.9074	0.8421	0.8195	0.8083	0.7576	0.7634	0.6156	0.7634	0.7605
110	0.9062	0.8447	0.8166	0.8151	0.7310	0.8092	0.6171	0.8092	0.7681
111	0.9031	0.8431	0.8281	0.8213	0.7591	0.7939	0.6367	0.7939	0.7761
112	0.9050	0.8538	0.8195	0.8174	0.7361	0.8092	0.6225	0.8092	0.7709
113	0.9067	0.8574	0.8338	0.8198	0.7874	0.7634	0.6434	0.7634	0.7752
114	0.9081	0.8522	0.8367	0.8205	0.7984	0.7557	0.6480	0.7557	0.7765
115	0.9073	0.8550	0.8367	0.8160	0.8136	0.7328	0.6447	0.7328	0.7711
116	0.9066	0.8528	0.8309	0.8144	0.7903	0.7481	0.6356	0.7481	0.7686
117	0.8988	0.8361	0.8109	0.8045	0.7338	0.7786	0.6016	0.7786	0.7556
118	0.9077	0.8622	0.8367	0.8220	0.7937	0.7634	0.6490	0.7634	0.7782
119	0.9051	0.8587	0.8367	0.8190	0.8033	0.7481	0.6469	0.7481	0.7747
120	0.9064	0.8586	0.8367	0.8236	0.7891	0.7710	0.6501	0.7710	0.7799
121	0.9099	0.8633	0.8338	0.8198	0.7874	0.7634	0.6434	0.7634	0.7752
122	0.9073	0.8614	0.8109	0.8060	0.7305	0.7863	0.6028	0.7863	0.7574
123	0.9083	0.8647	0.8338	0.8213	0.7829	0.7710	0.6445	0.7710	0.7769
124	0.9072	0.8503	0.8395	0.8289	0.7863	0.7863	0.6578	0.7863	0.7863
125	0.9094	0.8607	0.8367	0.8266	0.7803	0.7863	0.6522	0.7863	0.7833
126	0.9073	0.8423	0.8395	0.8259	0.7953	0.7710	0.6557	0.7710	0.7829
127	0.9068	0.8638	0.8367	0.8175	0.8083	0.7405	0.6458	0.7405	0.7729
128	0.9097	0.8655	0.8367	0.8327	0.7643	0.8168	0.6564	0.8168	0.7897
129	0.9075	0.8562	0.8395	0.8243	0.8000	0.7634	0.6547	0.7634	0.7812
130	0.9066	0.8556	0.8309	0.8159	0.7857	0.7557	0.6367	0.7557	0.7704
131	0.9047	0.8613	0.8395	0.8320	0.7778	0.8015	0.6599	0.8015	0.7895
132	0.9100	0.8595	0.8109	0.8136	0.7152	0.8244	0.6086	0.8244	0.7660
133	0.8996	0.8529	0.8195	0.8159	0.7394	0.8015	0.6214	0.8015	0.7692
134	0.9057	0.8650	0.8395	0.8228	0.8049	0.7557	0.6536	0.7557	0.7795
135	0.9044	0.8529	0.8395	0.8259	0.7953	0.7710	0.6557	0.7710	0.7829
136	0.9024	0.8513	0.8309	0.8144	0.7903	0.7481	0.6356	0.7481	0.7686
137	0.9098	0.8715	0.8453	0.8274	0.8182	0.7557	0.6649	0.7557	0.7857
138	0.9047	0.8401	0.8338	0.8228	0.7786	0.7786	0.6456	0.7786	0.7786
139	0.9087	0.8652	0.8338	0.8243	0.7744	0.7863	0.6467	0.7863	0.7803
140	0.9100	0.8482	0.8338	0.8243	0.7744	0.7863	0.6467	0.7863	0.7803
141	0.9104	0.8500	0.8395	0.8274	0.7907	0.7786	0.6568	0.7786	0.7846
142	0.9116	0.8571	0.8424	0.8266	0.8065	0.7634	0.6603	0.7634	0.7843
143	0.9136	0.8630	0.8481	0.8343	0.8095	0.7786	0.6737	0.7786	0.7938
144	0.9133	0.8669	0.8395	0.8320	0.7778	0.8015	0.6599	0.8015	0.7895
145	0.9147	0.8676	0.8424	0.8358	0.7794	0.8092	0.6665	0.8092	0.7940
146	0.9154	0.8617	0.8424	0.8266	0.8065	0.7634	0.6603	0.7634	0.7843
147	0.9158	0.8620	0.8367	0.8144	0.8190	0.7252	0.6436	0.7252	0.7692
148	0.9149	0.8674	0.8309	0.8251	0.7609	0.8015	0.6433	0.8015	0.7807
149	0.9130	0.8641	0.8367	0.8205	0.7984	0.7557	0.6480	0.7557	0.7765
