Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL	f1_scores
46	0.9096	0.8733	0.8309	0.8260	0.8082	0.7919	0.6536	0.7919	0.8000
47	0.9099	0.8727	0.8281	0.8252	0.7947	0.8054	0.6493	0.8054	0.8000
48	0.9108	0.8733	0.8138	0.8118	0.7727	0.7987	0.6210	0.7987	0.7855
49	0.9108	0.8738	0.8223	0.8228	0.7736	0.8255	0.6400	0.8255	0.7987
50	0.9102	0.8784	0.8309	0.8251	0.8125	0.7852	0.6530	0.7852	0.7986
51	0.9092	0.8765	0.8166	0.8135	0.7815	0.7919	0.6259	0.7919	0.7867
52	0.9140	0.8814	0.8195	0.8151	0.7905	0.7852	0.6308	0.7852	0.7879
53	0.9113	0.8775	0.8252	0.8167	0.8188	0.7584	0.6394	0.7584	0.7875
54	0.9126	0.8778	0.8281	0.8260	0.7908	0.8121	0.6499	0.8121	0.8013
55	0.9131	0.8745	0.8453	0.8428	0.8146	0.8255	0.6843	0.8255	0.8200
56	0.9201	0.8873	0.8338	0.8370	0.7758	0.8591	0.6650	0.8591	0.8153
57	0.9133	0.8799	0.8338	0.8285	0.8138	0.7919	0.6592	0.7919	0.8027
58	0.9185	0.8859	0.8309	0.8362	0.7647	0.8725	0.6606	0.8725	0.8150
59	0.9173	0.8849	0.8395	0.8403	0.7925	0.8456	0.6749	0.8456	0.8182
60	0.9214	0.8885	0.8309	0.8345	0.7711	0.8591	0.6595	0.8591	0.8127
61	0.9205	0.8856	0.8367	0.8361	0.7949	0.8322	0.6682	0.8322	0.8131
62	0.9147	0.8809	0.8223	0.8168	0.8000	0.7785	0.6357	0.7785	0.7891
63	0.9203	0.8913	0.8395	0.8386	0.8000	0.8322	0.6738	0.8322	0.8158
64	0.9233	0.8876	0.8338	0.8413	0.7600	0.8926	0.6678	0.8926	0.8210
65	0.9158	0.8850	0.8080	0.7948	0.8203	0.7047	0.6005	0.7047	0.7581
66	0.9164	0.8807	0.8338	0.8259	0.8273	0.7718	0.6574	0.7718	0.7986
67	0.9171	0.8831	0.8395	0.8378	0.8039	0.8255	0.6732	0.8255	0.8146
68	0.9200	0.8853	0.8367	0.8412	0.7738	0.8725	0.6716	0.8725	0.8202
69	0.9179	0.8814	0.8338	0.8336	0.7898	0.8322	0.6627	0.8322	0.8105
70	0.9179	0.8812	0.8367	0.8370	0.7911	0.8389	0.6688	0.8389	0.8143
71	0.9189	0.8887	0.8395	0.8335	0.8252	0.7919	0.6704	0.7919	0.8082
72	0.9185	0.8860	0.8367	0.8301	0.8239	0.7852	0.6642	0.7852	0.8041
73	0.9213	0.8907	0.8252	0.8201	0.8014	0.7852	0.6419	0.7852	0.7932
74	0.9193	0.8893	0.8223	0.8142	0.8129	0.7584	0.6338	0.7584	0.7847
75	0.9251	0.8907	0.8252	0.8321	0.7529	0.8792	0.6503	0.8792	0.8111
76	0.9241	0.8931	0.8367	0.8455	0.7584	0.9060	0.6743	0.9060	0.8257
77	0.9181	0.8837	0.8338	0.8379	0.7725	0.8658	0.6655	0.8658	0.8165
78	0.9201	0.8863	0.8424	0.8394	0.8133	0.8188	0.6782	0.8188	0.8161
79	0.9195	0.8900	0.8166	0.8101	0.7972	0.7651	0.6233	0.7651	0.7808
80	0.9195	0.8908	0.8223	0.8159	0.8042	0.7718	0.6351	0.7718	0.7877
81	0.9203	0.8958	0.8309	0.8243	0.8169	0.7785	0.6524	0.7785	0.7973
82	0.9205	0.8898	0.8281	0.8243	0.7987	0.7987	0.6487	0.7987	0.7987
83	0.9244	0.8905	0.8281	0.8363	0.7514	0.8926	0.6569	0.8926	0.8160
84	0.9177	0.8773	0.8223	0.8347	0.7326	0.9195	0.6484	0.9195	0.8155
85	0.9192	0.8765	0.8367	0.8447	0.7614	0.8993	0.6738	0.8993	0.8246
86	0.9199	0.8845	0.8281	0.8329	0.7633	0.8658	0.6546	0.8658	0.8113
87	0.9171	0.8793	0.8252	0.8218	0.7933	0.7987	0.6431	0.7987	0.7960
88	0.9204	0.8894	0.8309	0.8303	0.7885	0.8255	0.6566	0.8255	0.8066
89	0.9235	0.8954	0.8453	0.8470	0.7950	0.8591	0.6870	0.8591	0.8258
90	0.9209	0.8914	0.8281	0.8235	0.8027	0.7919	0.6481	0.7919	0.7973
91	0.9219	0.8911	0.8309	0.8260	0.8082	0.7919	0.6536	0.7919	0.8000
92	0.9215	0.8935	0.8195	0.8168	0.7829	0.7987	0.6320	0.7987	0.7907
93	0.9184	0.8899	0.8367	0.8327	0.8108	0.8054	0.6659	0.8054	0.8081
94	0.9223	0.8926	0.8281	0.8269	0.7871	0.8188	0.6505	0.8188	0.8026
95	0.9203	0.8901	0.8395	0.8378	0.8039	0.8255	0.6732	0.8255	0.8146
96	0.9202	0.8886	0.8252	0.8227	0.7895	0.8054	0.6437	0.8054	0.7973
97	0.9232	0.8956	0.8424	0.8411	0.8052	0.8322	0.6793	0.8322	0.8185
98	0.9263	0.9000	0.8367	0.8344	0.8026	0.8188	0.6671	0.8188	0.8106
99	0.9254	0.8964	0.8309	0.8303	0.7885	0.8255	0.6566	0.8255	0.8066
100	0.9186	0.8857	0.8281	0.8260	0.7908	0.8121	0.6499	0.8121	0.8013
101	0.9238	0.8934	0.8309	0.8285	0.7961	0.8121	0.6554	0.8121	0.8040
102	0.9255	0.8958	0.8281	0.8303	0.7730	0.8456	0.6528	0.8456	0.8077
103	0.9288	0.9026	0.8424	0.8437	0.7937	0.8523	0.6809	0.8523	0.8220
104	0.9251	0.8954	0.8281	0.8278	0.7834	0.8255	0.6510	0.8255	0.8039
105	0.9269	0.8970	0.8395	0.8429	0.7818	0.8658	0.6765	0.8658	0.8217
106	0.9279	0.8965	0.8309	0.8345	0.7711	0.8591	0.6595	0.8591	0.8127
107	0.9259	0.8973	0.8309	0.8337	0.7744	0.8523	0.6589	0.8523	0.8115
108	0.9255	0.8914	0.8338	0.8345	0.7862	0.8389	0.6633	0.8389	0.8117
109	0.9242	0.8932	0.8367	0.8361	0.7949	0.8322	0.6682	0.8322	0.8131
110	0.9266	0.8990	0.8281	0.8243	0.7987	0.7987	0.6487	0.7987	0.7987
111	0.9282	0.8987	0.8281	0.8269	0.7871	0.8188	0.6505	0.8188	0.8026
112	0.9284	0.9015	0.8309	0.8260	0.8082	0.7919	0.6536	0.7919	0.8000
113	0.9202	0.8908	0.8109	0.7991	0.8168	0.7181	0.6075	0.7181	0.7643
114	0.9206	0.8786	0.8367	0.8353	0.7987	0.8255	0.6676	0.8255	0.8119
115	0.9220	0.8902	0.8223	0.8193	0.7881	0.7987	0.6376	0.7987	0.7933
116	0.9278	0.8976	0.8338	0.8319	0.7974	0.8188	0.6615	0.8188	0.8079
117	0.9293	0.8970	0.8424	0.8480	0.7765	0.8859	0.6836	0.8859	0.8276
118	0.9260	0.8957	0.8252	0.8261	0.7750	0.8322	0.6461	0.8322	0.8026
119	0.9190	0.8835	0.8080	0.8017	0.7847	0.7584	0.6060	0.7584	0.7713
120	0.9241	0.8950	0.8309	0.8226	0.8261	0.7651	0.6512	0.7651	0.7944
121	0.9194	0.8874	0.8052	0.7966	0.7914	0.7383	0.5984	0.7383	0.7639
122	0.9279	0.9001	0.8281	0.8243	0.7987	0.7987	0.6487	0.7987	0.7987
123	0.9265	0.8981	0.8281	0.8269	0.7871	0.8188	0.6505	0.8188	0.8026
124	0.9269	0.8968	0.8309	0.8294	0.7922	0.8188	0.6560	0.8188	0.8053
125	0.9255	0.8927	0.8281	0.8320	0.7665	0.8591	0.6540	0.8591	0.8101
126	0.9290	0.9010	0.8281	0.8269	0.7871	0.8188	0.6505	0.8188	0.8026
127	0.9267	0.9012	0.8338	0.8310	0.8013	0.8121	0.6609	0.8121	0.8067
128	0.9262	0.8994	0.8252	0.8244	0.7821	0.8188	0.6449	0.8188	0.8000
129	0.9293	0.9027	0.8367	0.8378	0.7875	0.8456	0.6693	0.8456	0.8155
130	0.9277	0.9022	0.8252	0.8235	0.7857	0.8121	0.6443	0.8121	0.7987
131	0.9241	0.8959	0.8166	0.8126	0.7852	0.7852	0.6252	0.7852	0.7852
132	0.9265	0.8995	0.8223	0.8236	0.7702	0.8322	0.6406	0.8322	0.8000
133	0.9251	0.8996	0.8138	0.8084	0.7877	0.7718	0.6184	0.7718	0.7797
134	0.9267	0.9012	0.8281	0.8260	0.7908	0.8121	0.6499	0.8121	0.8013
135	0.9283	0.9023	0.8281	0.8269	0.7871	0.8188	0.6505	0.8188	0.8026
136	0.9304	0.9069	0.8252	0.8244	0.7821	0.8188	0.6449	0.8188	0.8000
137	0.9294	0.9049	0.8338	0.8319	0.7974	0.8188	0.6615	0.8188	0.8079
138	0.9283	0.9029	0.8252	0.8235	0.7857	0.8121	0.6443	0.8121	0.7987
139	0.9284	0.9019	0.8338	0.8310	0.8013	0.8121	0.6609	0.8121	0.8067
140	0.9278	0.9010	0.8309	0.8320	0.7812	0.8389	0.6577	0.8389	0.8091
141	0.9266	0.9008	0.8281	0.8269	0.7871	0.8188	0.6505	0.8188	0.8026
142	0.9278	0.9008	0.8252	0.8235	0.7857	0.8121	0.6443	0.8121	0.7987
143	0.9298	0.9037	0.8309	0.8320	0.7812	0.8389	0.6577	0.8389	0.8091
144	0.9283	0.9037	0.8281	0.8260	0.7908	0.8121	0.6499	0.8121	0.8013
145	0.9286	0.9009	0.8281	0.8278	0.7834	0.8255	0.6510	0.8255	0.8039
146	0.9276	0.9020	0.8338	0.8345	0.7862	0.8389	0.6633	0.8389	0.8117
147	0.9295	0.9058	0.8338	0.8336	0.7898	0.8322	0.6627	0.8322	0.8105
148	0.9290	0.9018	0.8309	0.8311	0.7848	0.8322	0.6572	0.8322	0.8078
149	0.9283	0.9014	0.8309	0.8294	0.7922	0.8188	0.6560	0.8188	0.8053
