Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL	f1_scores
47	0.9237	0.9002	0.8453	0.8319	0.8359	0.7643	0.6733	0.7643	0.7985
48	0.9165	0.8837	0.8367	0.8353	0.7785	0.8286	0.6636	0.8286	0.8028
49	0.9225	0.8988	0.8424	0.8272	0.8400	0.7500	0.6661	0.7500	0.7925
50	0.9222	0.8978	0.8510	0.8308	0.8793	0.7286	0.6809	0.7286	0.7969
51	0.9191	0.8943	0.8453	0.8284	0.8525	0.7429	0.6710	0.7429	0.7939
52	0.9226	0.8953	0.8424	0.8425	0.7815	0.8429	0.6762	0.8429	0.8110
53	0.9216	0.8943	0.8395	0.8177	0.8684	0.7071	0.6555	0.7071	0.7795
54	0.9192	0.8892	0.8395	0.8307	0.8088	0.7857	0.6644	0.7857	0.7971
55	0.9226	0.8914	0.8424	0.8378	0.7972	0.8143	0.6731	0.8143	0.8057
56	0.9156	0.8808	0.8338	0.8164	0.8361	0.7286	0.6466	0.7286	0.7786
57	0.9245	0.9031	0.8567	0.8368	0.8879	0.7357	0.6931	0.7357	0.8047
58	0.9189	0.8925	0.8481	0.8367	0.8321	0.7786	0.6805	0.7786	0.8044
59	0.9239	0.9012	0.8567	0.8403	0.8689	0.7571	0.6953	0.7571	0.8092
60	0.9246	0.9026	0.8453	0.8272	0.8583	0.7357	0.6702	0.7357	0.7923
61	0.9303	0.9097	0.8539	0.8450	0.8296	0.8000	0.6940	0.8000	0.8145
62	0.9194	0.8923	0.8510	0.8461	0.8099	0.8214	0.6906	0.8214	0.8156
63	0.9216	0.8979	0.8424	0.8248	0.8512	0.7357	0.6645	0.7357	0.7893
64	0.9254	0.8961	0.8481	0.8378	0.8271	0.7857	0.6813	0.7857	0.8059
65	0.9249	0.8998	0.8539	0.8426	0.8397	0.7857	0.6926	0.7857	0.8118
66	0.9178	0.8865	0.8510	0.8355	0.8548	0.7571	0.6839	0.7571	0.8030
67	0.9287	0.9033	0.8625	0.8580	0.8239	0.8357	0.7144	0.8357	0.8298
68	0.9245	0.8945	0.8596	0.8498	0.8421	0.8000	0.7053	0.8000	0.8205
69	0.9255	0.8960	0.8510	0.8426	0.8235	0.8000	0.6884	0.8000	0.8116
70	0.9260	0.9042	0.8539	0.8509	0.8069	0.8357	0.6976	0.8357	0.8211
71	0.9275	0.9083	0.8424	0.8248	0.8512	0.7357	0.6645	0.7357	0.7893
72	0.9132	0.8843	0.8195	0.7903	0.8738	0.6429	0.6071	0.6429	0.7407
73	0.9227	0.8933	0.8453	0.8319	0.8359	0.7643	0.6733	0.7643	0.7985
74	0.9298	0.9054	0.8682	0.8617	0.8406	0.8286	0.7250	0.8286	0.8345
75	0.9265	0.8993	0.8395	0.8248	0.8333	0.7500	0.6604	0.7500	0.7895
76	0.9288	0.9061	0.8481	0.8319	0.8537	0.7500	0.6775	0.7500	0.7985
77	0.9300	0.9088	0.8510	0.8426	0.8235	0.8000	0.6884	0.8000	0.8116
78	0.9259	0.9005	0.8567	0.8474	0.8358	0.8000	0.6997	0.8000	0.8175
79	0.9324	0.9128	0.8596	0.8557	0.8182	0.8357	0.7088	0.8357	0.8269
80	0.9298	0.9111	0.8424	0.8401	0.7891	0.8286	0.6747	0.8286	0.8084
81	0.9302	0.9093	0.8481	0.8425	0.8085	0.8143	0.6843	0.8143	0.8114
82	0.9283	0.9054	0.8539	0.8462	0.8248	0.8071	0.6948	0.8071	0.8159
83	0.9289	0.9074	0.8510	0.8379	0.8438	0.7714	0.6854	0.7714	0.8060
84	0.9289	0.9092	0.8539	0.8426	0.8397	0.7857	0.6926	0.7857	0.8118
85	0.9338	0.9194	0.8567	0.8509	0.8214	0.8214	0.7018	0.8214	0.8214
86	0.9241	0.8994	0.8510	0.8497	0.7973	0.8429	0.6928	0.8429	0.8194
87	0.9280	0.9102	0.8596	0.8486	0.8473	0.7929	0.7046	0.7929	0.8192
88	0.9261	0.9068	0.8338	0.8153	0.8417	0.7214	0.6457	0.7214	0.7769
89	0.9293	0.9095	0.8481	0.8378	0.8271	0.7857	0.6813	0.7857	0.8059
90	0.9310	0.9133	0.8453	0.8307	0.8413	0.7571	0.6726	0.7571	0.7970
91	0.9287	0.9101	0.8481	0.8343	0.8425	0.7643	0.6790	0.7643	0.8015
92	0.9225	0.8987	0.8367	0.8153	0.8609	0.7071	0.6497	0.7071	0.7765
93	0.9311	0.9151	0.8453	0.8295	0.8468	0.7500	0.6718	0.7500	0.7955
94	0.9291	0.9060	0.8539	0.8391	0.8560	0.7643	0.6904	0.7643	0.8075
95	0.9332	0.9155	0.8596	0.8486	0.8473	0.7929	0.7046	0.7929	0.8192
96	0.9307	0.9107	0.8510	0.8379	0.8438	0.7714	0.6854	0.7714	0.8060
97	0.9329	0.9136	0.8453	0.8354	0.8209	0.7857	0.6757	0.7857	0.8029
98	0.9285	0.9093	0.8625	0.8569	0.8286	0.8286	0.7137	0.8286	0.8286
99	0.9319	0.9124	0.8596	0.8533	0.8273	0.8214	0.7074	0.8214	0.8244
100	0.9285	0.9056	0.8481	0.8402	0.8175	0.8000	0.6828	0.8000	0.8087
101	0.9342	0.9181	0.8539	0.8473	0.8201	0.8143	0.6955	0.8143	0.8172
102	0.9303	0.9101	0.8539	0.8414	0.8450	0.7786	0.6919	0.7786	0.8104
103	0.9332	0.9165	0.8453	0.8366	0.8162	0.7929	0.6764	0.7929	0.8043
104	0.9299	0.9113	0.8596	0.8568	0.8138	0.8429	0.7095	0.8429	0.8281
105	0.9298	0.9041	0.8510	0.8461	0.8099	0.8214	0.6906	0.8214	0.8156
106	0.9279	0.9042	0.8539	0.8473	0.8201	0.8143	0.6955	0.8143	0.8172
107	0.9291	0.9094	0.8510	0.8426	0.8235	0.8000	0.6884	0.8000	0.8116
108	0.9300	0.9063	0.8539	0.8485	0.8156	0.8214	0.6962	0.8214	0.8185
109	0.9295	0.9048	0.8539	0.8579	0.7834	0.8786	0.7018	0.8786	0.8283
110	0.9326	0.9150	0.8539	0.8509	0.8069	0.8357	0.6976	0.8357	0.8211
111	0.9303	0.9079	0.8567	0.8544	0.8082	0.8429	0.7039	0.8429	0.8252
112	0.9292	0.9065	0.8510	0.8508	0.7933	0.8500	0.6935	0.8500	0.8207
113	0.9273	0.9039	0.8481	0.8425	0.8085	0.8143	0.6843	0.8143	0.8114
114	0.9294	0.9100	0.8539	0.8509	0.8069	0.8357	0.6976	0.8357	0.8211
115	0.9237	0.8968	0.8539	0.8485	0.8156	0.8214	0.6962	0.8214	0.8185
116	0.9310	0.9093	0.8510	0.8473	0.8056	0.8286	0.6913	0.8286	0.8169
117	0.9295	0.9036	0.8539	0.8450	0.8296	0.8000	0.6940	0.8000	0.8145
118	0.9310	0.9104	0.8567	0.8497	0.8261	0.8143	0.7011	0.8143	0.8201
119	0.9287	0.9076	0.8453	0.8390	0.8071	0.8071	0.6780	0.8071	0.8071
120	0.9264	0.9045	0.8367	0.8247	0.8168	0.7643	0.6564	0.7643	0.7897
121	0.9295	0.9087	0.8453	0.8354	0.8209	0.7857	0.6757	0.7857	0.8029
122	0.9309	0.9108	0.8510	0.8485	0.8014	0.8357	0.6921	0.8357	0.8182
123	0.9315	0.9078	0.8424	0.8484	0.7640	0.8786	0.6799	0.8786	0.8173
124	0.9296	0.9117	0.8338	0.8259	0.7971	0.7857	0.6533	0.7857	0.7914
125	0.9327	0.9149	0.8481	0.8378	0.8271	0.7857	0.6813	0.7857	0.8059
126	0.9297	0.9121	0.8453	0.8272	0.8583	0.7357	0.6702	0.7357	0.7923
127	0.9298	0.9108	0.8424	0.8272	0.8400	0.7500	0.6661	0.7500	0.7925
128	0.9301	0.9095	0.8424	0.8319	0.8195	0.7786	0.6693	0.7786	0.7985
129	0.9310	0.9090	0.8424	0.8342	0.8102	0.7929	0.6708	0.7929	0.8014
130	0.9300	0.9103	0.8424	0.8260	0.8455	0.7429	0.6653	0.7429	0.7909
131	0.9303	0.9099	0.8539	0.8485	0.8156	0.8214	0.6962	0.8214	0.8185
132	0.9289	0.9084	0.8424	0.8272	0.8400	0.7500	0.6661	0.7500	0.7925
133	0.9314	0.9104	0.8424	0.8342	0.8102	0.7929	0.6708	0.7929	0.8014
134	0.9308	0.9109	0.8510	0.8343	0.8607	0.7500	0.6832	0.7500	0.8015
135	0.9312	0.9086	0.8395	0.8318	0.8043	0.7929	0.6652	0.7929	0.7986
136	0.9319	0.9082	0.8424	0.8307	0.8244	0.7714	0.6685	0.7714	0.7970
137	0.9322	0.9145	0.8453	0.8366	0.8162	0.7929	0.6764	0.7929	0.8043
138	0.9313	0.9090	0.8395	0.8330	0.8000	0.8000	0.6660	0.8000	0.8000
139	0.9297	0.9062	0.8395	0.8248	0.8333	0.7500	0.6604	0.7500	0.7895
140	0.9288	0.9063	0.8481	0.8272	0.8783	0.7214	0.6743	0.7214	0.7922
141	0.9314	0.9127	0.8453	0.8331	0.8308	0.7714	0.6741	0.7714	0.8000
142	0.9322	0.9121	0.8567	0.8568	0.8000	0.8571	0.7053	0.8571	0.8276
143	0.9345	0.9133	0.8567	0.8533	0.8125	0.8357	0.7032	0.8357	0.8239
144	0.9337	0.9134	0.8567	0.8556	0.8041	0.8500	0.7046	0.8500	0.8264
145	0.9320	0.9118	0.8481	0.8496	0.7843	0.8571	0.6887	0.8571	0.8191
146	0.9303	0.9108	0.8539	0.8403	0.8504	0.7714	0.6911	0.7714	0.8090
147	0.9289	0.9049	0.8539	0.8367	0.8678	0.7500	0.6889	0.7500	0.8046
148	0.9311	0.9104	0.8481	0.8378	0.8271	0.7857	0.6813	0.7857	0.8059
149	0.9268	0.9059	0.8367	0.8271	0.8074	0.7786	0.6580	0.7786	0.7927
